Norma,Número,Link,Publicación,Descripción
LEY,32187,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202108760&View,11/12/2024,LEY DE ENDEUDAMIENTO DEL SECTOR PÚBLICO PARA EL AÑO FISCAL 2025
LEY,32188,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101320&View,11/12/2024,"LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA LOS ARTÍCULOS 7 Y 23 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ PARA CONSIDERAR EL TÉRMINO ""DISCAPACIDAD"""
LEY,32189,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102280&View,11/12/2024,LEY DE REFORMA CONSTITUCIONAL DEL SUBTÍTULO DEL CAPÍTULO VI DEL TÍTULO III Y DEL ARTÍCULO 89 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ PARA EL RECONOCIMIENTO DEL PUEBLO AFROPERUANO
LEY,32190,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202106598&View,13/12/2024,LEY QUE CREA EL REGISTRO ÚNICO CONSOLIDADO DE PERSONAS AFECTADAS POR DERRAMES O FUGAS DE HIDROCARBUROS
LEY,32191,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101978&View,13/12/2024,"LEY QUE MODIFICA EL CÓDIGO DE LOS NIÑOS Y ADOCELSCENTES, APROBADO MEDIANTE LA LEY 27337, PARA INCORPORAR LA AUTORIZACIÓN NOTARIAL DE VIAJE DE MENOR DE EDAD POR UNO DE LOS PADRES EN CASO DE ENFERMEDAD, ESTUDIOS Y OLIMPIADAS ACADÉMICAS O COMPETENCIAS DEPORTIVAS EN EL EXTRANJERO EN REPRESENTACIÓN DEL PAÍS"
LEY,32192,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202108530&View,15/12/2024,"LEY QUE MODIFICA EL DECRETO LEGISLATIVO 1350, DECRETO LEGISLATIVO DE MIGRACIONES, Y EL DECRETO LEGISLATIVO 1582 -DECRETO LEGISLATIVO QUE MODIFICA EL DECRETO LEGISLATIVO 1350, DECRETO LEGISLATIVO DE MIGRACIONES-, PARA DISPONER LA OBLIGATORIEDAD DE IDENTIFICACIÓN DE LAS PERSONAS EXTRANJERAS"
LEY,32193,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100687&View,15/12/2024,LEY QUE DECLARA DE INTERÉS NACIONAL LA CREACIÓN DEL JARDÍN BOTÁNICO NACIONAL DEL PERÚ
LEY,32194,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202103490&View,15/12/2024,"LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL DIVERSOS PROYECTOS Y OBRAS DE INFRAESTRUCTURA EN LOS DEPARTAMENTOS DE AMAZONAS, APURÍMAC, AYACUCHO, CAJAMARCA, ICA, JUNÍN, LA LIBERTAD, LAMBAYEQUE, LIMA, LORETO, PIURA Y UCAYALI"
LEY,32195,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102132&View,15/12/2024,LEY DEL DESARROLLO AGRÍCOLA DEL CÁÑAMO PARA SU USO INDUSTRIAL
LEY,32196,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202104519&View,16/12/2024,"LEY QUE MODIFICA LA LEY 27829, LEY QUE CREA EL BONO FAMILIAR HABITACIONAL (BFH), A FIN DE FORTALECER LA PROTECCIÓN DE LOS DERECHOS DE SUS BENEFICIARIOS"
LEY,32197,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202109540&View,16/12/2024,"LEY QUE AUTORIZA EL OTORGAMIENTO DE UNA ENTREGA ECONÓMICA PARA EL PERSONAL POLICIAL QUE DE FORMA VOLUNTARIA PRESTE SERVICIOS DE PATRULLAJE A PIE, PATRULLAJE MOTORIZADO Y OPERACIONES FOCALIZADAS DE INVESTIGACIÓN EN EL MARCO DE LA LUCHA CONTRA LA DELINCUENCIA COMÚN Y LA INSEGURIDAD CIUDADANA Y DICTA OTRAS MEDIDAS"
LEY,32198,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102577&View,17/12/2024,"LEY QUE DECLARA DE INTERÉS NACIONAL LA INVESTIGACIÓN, CONSERVACIÓN Y GESTIÓN DE LOS SITIOS ARQUEOLÓGICOS DE LOS DEPARTAMENTOS DE AMAZONAS, CAJAMARCA, LIMA, PUNO, HUANCAVELICA Y HUÁNUCO"
LEY,32199,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202105880&View,17/12/2024,"LEY QUE MODIFICA EL DECRETO LEGISLATIVO 276, LEY DE BASES DE LA CARRERA ADMINISTRATIVA Y DE REMUNERACIONES DEL SECTOR PÚBLICO, A FIN DE ESTABLECER NUEVOS RANGOS PARA LA LICENCIA SIN GOCE DE HABER, EL PERIODO DE CESE Y EL CÁLCULO DE LA COMPENSACIÓN POR TIEMPO DE SERVICIOS"
LEY,32200,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202103364&View,17/12/2024,LEY QUE DECLARA DE INTERÉS NACIONAL LA IMPLEMENTACIÓN DE UN PARQUE INDUSTRIAL TECNOECOLÓGICO EN LA PROVINCIA DE HUARMEY DEL DEPARTAMENTO DE ÁNCASH
LEY,32201,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202107536&View,18/12/2024,LEY QUE ESTABLECE UN RÉGIMEN EXCEPCIONAL DEL IMPUESTO A LA RENTA PARA PROMOVER LA FORMALIZACIÓN DE LA ECONOMÍA Y AMPLIACIÓN DE LA BASE TRIBUTARIA DE CONTRIBUYENTES RESPECTO DE RENTAS NO DECLARADAS AL 31 DE DICIEMBRE DE 2022
LEY,32202,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202108242&View,19/12/2024,LEY QUE OTORGA UNA ASIGNACIÓN ESPECIAL MENSUAL A LOS COMANDOS MILITARES PARTICIPANTES DEL OPERATIVO MILITAR DE RESCATE DE REHENES DENOMINADO CHAVÍN DE HUÁNTAR
LEY,32203,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202105971&View,19/12/2024,LEY QUE DECLARA DE NECESIDAD PÚBLICA LA EJECUCIÓN DEL PROYECTO “MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE URBANO Y MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE ALCANTARILLADO EN LA SUBCUENCA DEL RÍO TORATA DE LA PROVINCIA DE MARISCAL NIETO - MOQUEGUA”
LEY,32204,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100145&View,19/12/2024,"LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA EJECUCIÓN DE LA CARRETERA PÁMPANO-TICRAPO- CASTROVIRREYNA- ABRA LLIHUACCASA-SANTA INÉS, QUE UNE LOS DEPARTAMENTOS DE HUANCAVELICA E ICA"
LEY,32205,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202108798&View,19/12/2024,"LEY QUE MODIFICA LA LEY 31678 -LEY QUE MODIFICA EL DECRETO LEGISLATIVO 1350, DECRETO LEGISLATIVO DE MIGRACIONES, A FIN DE ESTABLECER LA VIGENCIA DEL PASAPORTE ELECTRÓNICO ORDINARIO POR 10 AÑOS-, PARA DISPONER LA ENTREGA DE DICHOS PASAPORTES POR PARTE DEL MINISTERIO DE RELACIONES EXTERIORES"
LEY,32206,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202107664&View,19/12/2024,"LEY QUE DECLARA DE INTERÉS NACIONAL LA CREACIÓN, CONSTRUCCIÓN E IMPLEMENTACIÓN DEL PARQUE CIENTÍFICO-TECNOLÓGICO INTERCULTURAL DE HUANCAVELICA EN EL DEPARTAMENTO DE HUANCAVELICA"
RESOLUCION LEGISLATIVA,32207,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202109121&View,20/12/2024,"RESOLUCIÓN LEGISLATIVA QUE APRUEBA EL ACUERDO ENTRE EL GOBIERNO DE LA REPÚBLICA DEL PERÚ Y LA ORGANIZACIÓN DE LAS NACIONES UNIDAS PARA LA EDUCACIÓN, LA CIENCIA Y LA CULTURA RELATIVO A LA RENOVACIÓN DE LA DESIGNACIÓN DEL CENTRO REGIONAL PARA LA SALVAGUARDIA DEL PATRIMONIO CULTURAL INMATERIAL DE AMÉRICA LATINA (CRESPIAL) COMO CENTRO DE CATEGORÍA 2 BAJO LOS AUSPICIOS DE LA UNESCO, EN CUSCO (PERÚ)"
LEY,32208,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101862&View,20/12/2024,LEY DE TRABAJO DEL PROFESIONAL ESTADÍSTICO
LEY,32209,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202109034&View,20/12/2024,"LEY QUE MODIFICA LA LEY 27693, LEY QUE CREA LA UNIDAD DE INTELIGENCIA FINANCIERA-PERÚ, CON LA FINALIDAD DE REFORZAR LA LUCHA CONTRA EL DELITO DE EXTORSIÓN"
LEY,32210,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102239&View,20/12/2024,"LEY QUE MODIFICA LA LEY 27878, LEY DE TRABAJO DEL CIRUJANO DENTISTA, PARA AMPLIAR Y PRECISAR LOS DERECHOS QUE REGULA"
LEY,32211,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100923&View,20/12/2024,"LEY QUE MODIFICA EL TEXTO ÚNICO ORDENADO DE LA LEY DEL IMPUESTO GENERAL A LAS VENTAS E IMPUESTO SELECTIVO AL CONSUMO, APROBADO POR EL DECRETO SUPREMO 055-99-EF, PARA FACILITAR EL INGRESO DE REMESAS AL PERÚ ENVIADAS POR PERUANOS EN EL EXTERIOR"
LEY,32212,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102915&View,21/12/2024,"LEY QUE MODIFICA EL DECRETO LEGISLATIVO 1278, DECRETO LEGISLATIVO QUE APRUEBA LA LEY DE GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS, Y LA LEY 26793, LEY DE CREACIÓN DEL FONDO NACIONAL DEL AMBIENTE, PARA FORTALECER LA GESTIÓN Y EL MANEJO DE RESIDUOS SÓLIDOS"
LEY,32213,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202107462&View,27/12/2024,LEY QUE ESTABLECE LA RECTORÍA Y LA AMPLIACIÓN DEL PLAZO DEL PROCESO DE FORMALIZACIÓN MINERA INTEGRAL DE LA ACTIVIDAD EN LA PEQUEÑA MINERÍA Y MINERÍA ARTESANAL
RESOLUCION LEGISLATIVA,32214,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202109654&View,27/12/2024,RESOLUCIÓN LEGISLATIVA QUE AUTORIZA EL INGRESO DE PERSONAL MILITAR EXTRANJERO CON ARMAS DE GUERRA AL TERRITORIO DE LA REPÚBLICA DEL PERÚ
LEY,32215,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202105796&View,28/12/2024,LEY QUE APRUEBA LA ESCALA REMUNERATIVA DE LOS SERVIDORES DE PROYECTOS ESPECIALES CREADOS POR EL EX INSTITUTO NACIONAL DE DESARROLLO (INADE) Y OTROS PARA MEJORAR LAS CONDICIONES LABORALES DE SUS SERVIDORES
LEY,32216,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202108500&View,28/12/2024,"LEY QUE DEROGA EL ARTÍCULO 28 DE LA LEY 32103, LEY QUE APRUEBA CRÉDITOS SUPLEMENTARIOS PARA EL FINANCIAMIENTO DE MAYORES GASTOS ASOCIADOS A LA REACTIVACIÓN ECONÓMICA Y DICTA OTRAS MEDIDAS"
LEY,32217,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202106747&View,29/12/2024,"LEY QUE PRORROGA LA VIGENCIA DEL BENEFICIO TRIBUTARIO APROBADO POR EL DECRETO LEGISLATIVO 1058, DECRETO LEGISLATIVO QUE PROMUEVE LA INVERSIÓN EN LA ACTIVIDAD DE GENERACIÓN ELÉCTRICA CON RECURSOS HÍDRICOS Y CON OTROS RECURSOS RENOVABLES"
LEY,32218,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202106767&View,29/12/2024,"LEY QUE MODIFICA EL TEXTO ÚNICO ORDENADO DE LA LEY DEL IMPUESTO A LA RENTA, APROBADO POR DECRETO SUPREMO 179-2004-EF, A FIN DE INCORPORAR INTERESES Y GANANCIAS DE CAPITAL INAFECTOS AL IMPUESTO"
LEY,32219,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202107208&View,29/12/2024,"LEY QUE MODIFICA LA LEY 31556, LEY QUE PROMUEVE MEDIDAS DE REACTIVACIÓN ECONÓMICA DE MICRO Y PEQUEÑAS EMPRESAS DE LOS RUBROS DE RESTAURANTES, HOTELES Y ALOJAMIENTOS TURÍSTICOS, PARA INCREMENTAR LA TASA DEL IMPUESTO GENERAL A LAS VENTAS Y AMPLIAR SU VIGENCIA"
LEY,32220,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202109746&View,29/12/2024,"LEY QUE PRORROGA LA VIGENCIA DE LOS BENEFICIOS TRIBUTARIOS DEL DECRETO LEGISLATIVO 783, QUE APRUEBA LA NORMA SOBRE DEVOLUCIÓN DE IMPUESTOS QUE GRAVAN LAS ADQUISICIONES CON DONACIONES DEL EXTERIOR E IMPORTACIONES DE MISIONES DIPLOMÁTICAS Y OTROS"
LEY,32221,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202104242&View,31/12/2024,"LEY QUE MODIFICA EL DECRETO LEGISLATIVO 85, LEY GENERAL DE COOPERATIVAS, PARA SU ADECUACIÓN A LAS NUEVAS TECNOLOGÍAS Y EL CUMPLIMIENTO DE SUS FINES"
LEY,32222,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202103984&View,31/12/2024,LEY QUE DECLARA DÍA NACIONAL DE LA DANZA DEL HUAYLARSH WANKA DEL DEPARTAMENTO DE JUNÍN EL MIÉRCOLES DE CENIZA DE CADA AÑO
LEY,32223,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102629&View,31/12/2024,"LEY QUE MODIFICA EL DECRETO LEGISLATIVO 1057, DECRETO LEGISLATIVO QUE REGULA EL RÉGIMEN ESPECIAL DE CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS; Y EL DECRETO LEGISLATIVO 276, LEY DE BASES DE LA CARRERA ADMINISTRATIVA Y DE REMUNERACIONES DEL SECTOR PÚBLICO, PARA REGULAR EL DERECHO A LA ENCARGATURA Y DESIGNACIÓN DE CARGOS DE CONFIANZA Y DE PUESTOS DE DIRECCIÓN EN ENTIDADES PÚBLICAS"
LEY,32224,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202108290&View,31/12/2024,LEY QUE CREA LA UNIVERSIDAD NACIONAL AUTÓNOMA DEL DISTRITO DE SAN MARCOS
RESOLUCION LEGISLATIVA,32225,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202109811&View,31/12/2024,RESOLUCIÓN LEGISLATIVA QUE AUTORIZA A LA SEÑORA PRESIDENTA DE LA REPÚBLICA PARA SALIR DEL TERRITORIO NACIONAL DEL 20 AL 24 DE ENERO DE 2025
LEY,32226,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202106606&View,07/01/2025,LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DE LA AUTORIDAD MULTISECTORIAL PARA COMBATIR LA MINERÍA ILEGAL Y LOS DELITOS CONEXOS Y PROMOVER EL DESARROLLO SOCIOECONÓMICO DE LAS REGIONES AFECTADAS (AMCOMI)
LEY,32227,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202104099&View,07/01/2025,"LEY QUE DECLARA DE INTERÉS NACIONAL LA TRANSFERENCIA A MODO GRATUITO DEL TERRENO UBICADO EN EL SECTOR EL TABLAZO, ZONA ALTA, DISTRITO LA HUACA, PROVINCIA DE PAITA, DEPARTAMENTO DE PIURA A FAVOR DE LA MANCOMUNIDAD MUNICIPAL SIMÓN RODRÍGUEZ"
LEY,32228,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202107491&View,08/01/2025,"LEY QUE MODIFICA EL CÓDIGO CIVIL, DECRETO LEGISLATIVO 295, PARA INCORPORAR LOS PRINCIPIOS GENERALES DE LOS PROCESOS EN MATERIA DE FAMILIA"
LEY,32229,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202107530&View,08/01/2025,"LEY QUE MODIFICA EL ARTÍCULO 27 DEL DECRETO LEGISLATIVO 1350, DECRETO LEGISLATIVO DE MIGRACIONES, A FIN DE DISPONER QUE LAS OFICINAS CONSULARES EMITAN VISAS EN FORMATO ELECTRÓNICO Y DE TRANSEÚNTES"
LEY,32230,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202109029&View,08/01/2025,"LEY QUE MODIFICA LA LEY 29571, CÓDIGO DE PROTECCIÓN Y DEFENSA DEL CONSUMIDOR, CON EL FIN DE FORTALECER EL SISTEMA DE ALERTAS DE PRODUCTOS Y SERVICIOS PELIGROSOS (SISTEMA DE ALERTAS DE CONSUMO)"
LEY,32231,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202104248&View,09/01/2025,"LEY QUE MODIFICA LA LEY 26859, LEY ORGÁNICA DE ELECCIONES, A FIN DE OTORGAR INCENTIVOS PARA EL CUMPLIMIENTO DE LA LABOR DE MIEMBRO DE MESA"
LEY,32232,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100527&View,09/01/2025,LEY QUE DECLARA DE INTERÉS NACIONAL LA MASIFICACIÓN DE LA INSTALACIÓN DEL SERVICIO DE ACCESO A INTERNET EN LAS LOCALIDADES DEL DEPARTAMENTO DE LORETO
LEY,32233,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202105789&View,09/01/2025,"LEY QUE DECLARA DE INTERÉS NACIONAL LA EJECUCIÓN DE LOS PROYECTOS DE INVERSIÓN “MEJORAMIENTO DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN LOS BLOQUES DE ILUBAYA, TORATA Y YACANGO DEL DISTRITO DE TORATA - PROVINCIA DE MARISCAL NIETO - DEPARTAMENTO DE MOQUEGUA” Y “AMPLIACIÓN DE LA FRONTERA AGRÍCOLA LOMAS DE ILOMOQUEGUA”, Y LA CONSTRUCCIÓN DE LA PRESA CHILOTA EN LA PROVINCIA MARISCAL NIETO, DEPARTAMENTO DE MOQUEGUA"
LEY,32234,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102256&View,09/01/2025,LEY QUE DECLARA DE INTERÉS NACIONAL EL USO DE LAS ENERGÍAS RENOVABLES EN LA AGRICULTURA
LEY,32235,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202104994&View,09/01/2025,"LEY QUE MODIFICA LA LEY 26305, LEY QUE DECLARA DE INTERÉS LA APICULTURA Y LA ACTIVIDAD AGRO-INDUSTRIAL DE LOS PRODUCTOS APÍCOLAS"
LEY,32236,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102286&View,09/01/2025,LEY QUE DECLARA DE INTERÉS NACIONAL LA CREACIÓN DE LA SOCIEDAD DE BENEFICENCIA DE LA PROVINCIA DE CORONEL PORTILLO EN EL DEPARTAMENTO DE UCAYALI
LEY,32237,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101539&View,10/01/2025,"LEY QUE MODIFICA LA LEY 26497, LEY ORGÁNICA DEL REGISTRO NACIONAL DE IDENTIFICACIÓN Y ESTADO CIVIL, CON EL OBJETO DE FORTALECER EL DERECHO FUNDAMENTAL A LA IDENTIDAD"
LEY,32238,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202107712&View,10/01/2025,"LEY QUE PROMUEVE LA UNIDAD FAMILIAR EN LA CARRERA PÚBLICA MAGISTERIAL, MODIFICANDO EL ARTÍCULO 68 DE LA LEY 29944, LEY DE REFORMA MAGISTERIAL"
LEY,32239,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202105837&View,10/01/2025,LEY DE SANEAMIENTO DEL LÍMITE ENTRE LOS DEPARTAMENTOS DE CUSCO Y PUNO EN NUEVE TRAMOS
LEY,32240,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202108773&View,10/01/2025,"LEY QUE MODIFICA EL DECRETO LEGISLATIVO 1302, DECRETO LEGISLATIVO QUE OPTIMIZA EL INTERCAMBIO PRESTACIONAL EN SALUD DEL SECTOR PÚBLICO"
LEY,32241,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202106833&View,10/01/2025,LEY QUE DECLARA DÍA NACIONAL DE LA PALEONTOLOGÍA EL 20 DE ENERO DE CADA AÑO
LEY,32242,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202105588&View,11/01/2025,"LEY QUE MODIFICA LA LEY 29944, LEY DE REFORMA MAGISTERIAL, PARA ASEGURAR LA DESTITUCIÓN AUTOMÁTICA DEL DIRECTOR, DEL PROFESOR, DEL AUXILIAR O DEL PERSONAL ADMINISTRATIVO DE UN CENTRO EDUCATIVO PÚBLICO O PRIVADO CON CONDENA PRIVATIVA DE LIBERTAD EFECTIVA O SUSPENDIDA E IMPEDIR DE MANERA PERMANENTE SU INGRESO A LA CARRERA PÚBLICA MAGISTERIAL"
LEY,32243,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101964&View,14/01/2025,"LEY QUE MODIFICA LA LEY 26859, LEY ORGÁNICA DE ELECCIONES, PARA OPTIMIZAR MECANISMOS DE TRANSPARENCIA DE RESULTADOS EN PROCESOS ELECTORALES"
LEY,32244,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202108789&View,15/01/2025,"LEY QUE MODIFICA LA LEY 31953, LEY DE PRESUPUESTO DEL SECTOR PÚBLICO PARA EL AÑO FISCAL 2024, PARA PRECISAR LOS ALCANCES DEL CAMBIO DE GRUPO OCUPACIONAL Y DE LÍNEA DE CARRERA DEL PERSONAL ASISTENCIAL PROFESIONAL, TÉCNICO Y AUXILIAR DE SALUD DEL MINISTERIO DE DEFENSA"
LEY,32245,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101662&View,15/01/2025,"LEY QUE MODIFICA LA LEY 26859, LEY ORGÁNICA DE ELECCIONES; LEY 28094, LEY DE ORGANIZACIONES POLÍTICAS; Y LEY 28360, LEY DE ELECCIONES DE REPRESENTANTES ANTE EL PARLAMENTO ANDINO, PARA ADECUAR LA NORMATIVA ELECTORAL AL PROCESO DE ELECCIONES DEL CONGRESO BICAMERAL"
LEY,32246,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202107110&View,17/01/2025,"LEY QUE MODIFICA LA LEY 27995 —LEY QUE ESTABLECE PROCEDIMIENTOS PARA ASIGNAR BIENES DADOS DE BAJA POR LAS INSTITUCIONES PÚBLICAS, A FAVOR DE LOS CENTROS EDUCATIVOS DE LAS REGIONES DE EXTREMA POBREZA—, PARA INCORPORAR COMO SUS BENEFICIARIOS A LOS ESTABLECIMIENTOS DE SALUD Y A LAS FAMILIAS QUE DEPENDEN DE LA AGRICULTURA FAMILIAR REGULADA EN LA LEY 30355, LEY DE PROMOCIÓN Y DESARROLLO DE LA AGRICULTURA FAMILIAR"
LEY,32247,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202108732&View,17/01/2025,"LEY QUE MODIFICA LA LEY 27297, LEY QUE CREA LA UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS, PARA AMPLIAR EL NÚMERO DE CARRERAS PROFESIONALES"
LEY,32248,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100260&View,19/01/2025,"LEY QUE DECLARA DE INTERÉS NACIONAL LA PROTECCIÓN, CONSERVACIÓN Y RECUPERACIÓN DE LOS PÁRAMOS Y BOSQUES DE NEBLINA DE LAS PROVINCIAS DE AYABACA Y HUANCABAMBA, DEPARTAMENTO DE PIURA"
