Norma,Número,Link,Publicación,Descripción
RESOLUCION LEGISLATIVA,31450,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101498&View,13/04/2022,RESOLUCIÓN LEGISLATIVA QUE AUTORIZA EL INGRESO DE UNIDADES NAVALES Y PERSONAL MILITAR EXTRANJERO CON ARMAS DE GUERRA AL TERRITORIO DE LA REPÚBLICA DEL PERÚ
LEY,31451,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100129&View,13/04/2022,"LEY QUE REVALORIZA LA CARRERA DOCENTE, MODIFICANDO LOS ARTÍCULOS 53 Y 63 DE LA LEY 29944, LEY DE REFORMA MAGISTERIAL, SOBRE LA COMPENSACIÓN POR TIEMPO DE SERVICIOS"
LEY,31452,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101629&View,14/04/2022,LEY QUE EXONERA DEL IMPUESTO GENERAL A LAS VENTAS LOS ALIMENTOS DE LA CANASTA BÁSICA FAMILIAR
LEY,31453,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100300&View,14/04/2022,"LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA, LA DESIGNACIÓN DE LA REGIÓN HUANCAVELICA, COMO DESTINO TURÍSTICO NACIONAL"
LEY,31454,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100564&View,15/04/2022,"LEY QUE PRECISA LA LEY 31173, LEY QUE GARANTIZA EL CUMPLIMIENTO DE LA LEY 29625, LEY DE DEVOLUCIÓN DE DINERO DEL FONAVI A LOS TRABAJADORES QUE CONTRIBUYERON AL MISMO, PRIORIZANDO A LA POBLACIÓN VULNERABLE, COMO CONSECUENCIA DE LA PANDEMIA DE LA COVID-19"
LEY,31455,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100730&View,21/04/2022,"LEY QUE MODIFICA EL ARTÍCULO 31 DE LA LEY 30220, LEY UNIVERSITARIA, INCORPORANDO LAS SECCIONES DE FACULTAD O ESCUELAS PROFESIONALES EN EL RÉGIMEN ACADÉMICO DE LAS UNIVERSIDADES PÚBLICAS LICENCIADAS"
LEY,31456,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100409&View,22/04/2022,"LEY QUE AMPLÍA LA VIGENCIA DE LA LEY 30228, LEY QUE MODIFICA LA LEY 29022, LEY PARA LA EXPANSIÓN DE INFRAESTRUCTURA EN TELECOMUNICACIONES"
LEY,31457,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100005&View,22/04/2022,"LEY QUE MODIFICA LA LEY 29158, LEY ORGÁNICA DEL PODER EJECUTIVO, CON LA FINALIDAD DE ESTABLECER PROCEDIMIENTOS PARA EL NOMBRAMIENTO DE MINISTROS Y VICEMINISTROS, Y ATRIBUCIONES DEL CONSEJO DE MINISTROS"
LEY,31458,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100009&View,27/04/2022,"LEY QUE RECONOCE LAS OLLAS COMUNES Y GARANTIZA SU SOSTENIBILIDAD, FINANCIAMIENTO Y EL TRABAJO PRODUCTIVO DE SUS BENEFICIARIOS, PROMOVIENDO SU EMPRENDIMIENTO"
RESOLUCION LEGISLATIVA,31459,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101764&View,28/04/2022,RESOLUCIÓN LEGISLATIVA QUE AUTORIZA AL SEÑOR PRESIDENTE DE LA REPÚBLICA PARA SALIR DEL TERRITORIO NACIONAL EL 29 DE ABRIL DE 2022
LEY,31460,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100388&View,29/04/2022,LEY PARA EL FORTALECIMIENTO DE LAS CADENAS PRODUCTIVAS DEL CAFÉ Y DEL CACAO
LEY,31461,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100202&View,29/04/2022,LEY QUE DECLARA EL PRIMER DOMINGO DEL MES DE FEBRERO DÍA NACIONAL DEL CONSUMO DE PESCADO
LEY,31462,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100169&View,04/05/2022,"LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CONSTRUCCIÓN DE CANALES PARA EL SERVICIO DE RIEGO, EN LOS DISTRITOS DE ACOBAMBA, POMACOCHA Y CAJA DE LA PROVINCIA DE ACOBAMBA,  DEPARTAMENTO DE HUANCAVELICA"
LEY,31463,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101174&View,04/05/2022,LEY QUE ESTABLECE UN PROCESO EXCEPCIONAL PARA EL SANEAMIENTO DE LÍMITES A NIVEL NACIONAL
LEY,31464,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100584&View,04/05/2022,"LEY QUE MODIFICA LAS NORMAS QUE REGULAN LOS PROCESOS DE ALIMENTOS, A FIN DE GARANTIZAR LA DEBIDA APLICACIÓN DEL PRINCIPIO DEL INTERÉS SUPERIOR DEL NIÑO Y LA OBTENCIÓN DE UNA PENSIÓN DE ALIMENTOS ADECUADA"
LEY,31465,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100827&View,04/05/2022,"LEY QUE MODIFICA LA LEY 27444, LEY DEL PROCEDIMIENTO ADMINISTRATIVO GENERAL, A FIN DE FACILITAR LA RECEPCIÓN DOCUMENTAL DIGITAL"
LEY,31466,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100464&View,06/05/2022,"LEY QUE MODIFICA LA LEY 30432, LEY QUE PROMUEVE Y GARANTIZA LA PRÁCTICA DEL DEPORTE Y LA EDUCACIÓN FÍSICA EN LOS DIFERENTES NIVELES DE LA EDUCACIÓN BÁSICA PÚBLICA, ENGRANADO EN LA POLÍTICA NACIONAL DEL DEPORTE"
LEY,31467,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100158&View,06/05/2022,"LEY QUE INCORPORA EL ARTÍCULO 147-A A LA LEY 29571, CÓDIGO DE PROTECCIÓN Y DEFENSA DEL CONSUMIDOR, PROMOVIENDO LA ASISTENCIA DEL PROVEEDOR A LA AUDIENCIA DE CONCILIACIÓN"
LEY,31468,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100004&View,06/05/2022,"LEY QUE DECLARA DE INTERÉS NACIONAL LA RECUPERACIÓN, CONSERVACIÓN Y PROTECCIÓN DE LA PESCA ANCESTRAL EN CABALLITO DE TOTORA Y LA CREACIÓN DE BALSARES PARA EL CULTIVO DE TOTORA, EN EL DISTRITO DE PIMENTEL, PROVINCIA DE CHICLAYO, DEPARTAMENTO DE LAMBAYEQUE"
LEY,31469,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100327&View,11/05/2022,"LEY QUE MODIFICA LA LEY 26790, LEY DE MODERNIZACIÓN DE LA SEGURIDAD SOCIAL EN SALUD, PARA ESTABLECER LA COBERTURA INMEDIATA A LA MUJER GESTANTE AFILIADA AL SISTEMA DE SEGURIDAD SOCIAL DE ESSALUD"
LEY,31470,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100259&View,11/05/2022,"LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA CONSTRUCCIÓN, EQUIPAMIENTO Y MEJORAMIENTO DEL MERCADO DE ABASTOS VINOCANCHÓN DEL DISTRITO DE SAN JERÓNIMO, PROVINCIA Y DEPARTAMENTO DEL CUSCO"
LEY,31471,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100535&View,14/05/2022,"LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA PROMOCIÓN Y DESARROLLO DEL CORREDOR TURÍSTICO DE LAS PLAYAS DE AREQUIPA, MOQUEGUA Y TACNA, DEL LITORAL SURPERUANO"
LEY,31472,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100083&View,14/05/2022,LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA IMPLEMENTACIÓN Y EQUIPAMIENTO DE RESIDENCIAS ESTUDIANTILES EN ZONAS RURALES DEL PERÚ
LEY,31473,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100319&View,14/05/2022,LEY QUE REGULA LA CONTRATACIÓN DE PENSIONISTAS DE LAS FUERZAS ARMADAS Y DE LA POLICÍA NACIONAL DEL PERÚ
LEY,31474,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101313&View,14/05/2022,LEY QUE ESTABLECE “AÑO DEL BICENTENARIO DEL CONGRESO DE LA REPÚBLICA DEL PERÚ” EL AÑO 2022
RESOLUCION LEGISLATIVA,31475,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102011&View,14/05/2022,RESOLUCIÓN LEGISLATIVA QUE AUTORIZA AL SEÑOR PRESIDENTE DE LA REPÚBLICA PARA SALIR DEL TERRITORIO NACIONAL DEL 21 AL 27 DE MAYO DE 2022
RESOLUCION LEGISLATIVA,31476,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101981&View,14/05/2022,RESOLUCIÓN LEGISLATIVA QUE AUTORIZA EL INGRESO DE UNIDAD NAVAL Y PERSONAL MILITAR EXTRANJERO CON ARMAS DE GUERRA AL TERRITORIO DE LA REPÚBLICA DEL PERÚ
LEY,31477,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100478&View,18/05/2022,LEY QUE PROMUEVE ACCIONES PARA LA RECUPERACIÓN DE ALIMENTOS
LEY,31478,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100929&View,21/05/2022,"LEY QUE FACULTA EL RETIRO EXTRAORDINARIO DE LOS FONDOS PRIVADOS DE PENSIONES EN EL CONTEXTO DE LA PANDEMIA COVID-19, EN EL AÑO 2022"
LEY,31479,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100652&View,25/05/2022,LEY QUE ESTABLECE LA LICENCIA CON GOCE DE HABER Y POSTERIOR COMPENSACIÓN PARA LOS TRABAJADORES QUE REALICEN EXÁMENES ONCOLÓGICOS PREVENTIVOS ANUALES
LEY,31480,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101116&View,25/05/2022,LEY QUE AUTORIZA LA DISPOSICIÓN DE LA COMPENSACIÓN POR TIEMPO DE SERVICIOS A FIN DE CUBRIR LAS NECESIDADES ECONÓMICAS CAUSADAS POR LA PANDEMIA DEL COVID-19
LEY,31481,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101756&View,25/05/2022,LEY QUE OTORGA UN PLAZO EXCEPCIONAL PARA LA INSCRIPCIÓN DE CANDIDATOS A ELECCIONES INTERNAS Y PARA LA REALIZACIÓN DE ELECCIONES INTERNAS COMPLEMENTARIAS EN LAS ELECCIONES REGIONALES Y MUNICIPALES 2022
LEY,31482,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100151&View,27/05/2022,"LEY QUE MODIFICA LA LEY 28451, LEY QUE CREA EL FONDO DE DESARROLLO SOCIOECONÓMICO DEL PROYECTO CAMISEA - FOCAM"
LEY,31483,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100514&View,27/05/2022,LEY QUE PROMUEVE LA FORMALIZACIÓN DE LAS MICRO Y PEQUEÑAS EMPRESAS A TRAVÉS DEL FONDO CRECER
LEY,31484,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100801&View,27/05/2022,"LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA INDUSTRIALIZACIÓN, COMERCIALIZACIÓN Y EXPORTACIÓN DE LOS CÍTRICOS"
LEY,31485,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100266&View,27/05/2022,"LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA MODERNIZACIÓN Y AMPLIACIÓN DE LAS PLANTAS DE TRATAMIENTO DE AGUA DE EL ARENAL EN PAITA Y DE CURUMUY EN PIURA, ÁMBITO GEOGRÁFICO DEL DEPARTAMENTO DE PIURA"
LEY,31486,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100165&View,27/05/2022,"LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA EJECUCIÓN DEL PROYECTO DE INVERSIÓN MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DE LOS SISTEMAS SANITARIOS PARA LAS LOCALIDADES DE LOS DISTRITOS DE ACOBAMBA, POMACOCHA, CAJA Y MARCAS DE LA MANCOMUNIDAD MUNICIPAL DE QAPAQ ÑAN, ACOBAMBA, HUANCAVELICA"
LEY,31487,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100893&View,01/06/2022,"LEY QUE MODIFICA LA LEY 27336, LEY DE DESARROLLO DE LAS FUNCIONES Y FACULTADES DEL ORGANISMO SUPERVISOR DE INVERSIÓN PRIVADA EN TELECOMUNICACIONES - OSIPTEL, PARA REGULAR LAS TARIFAS TOPE EN LA RECONEXIÓN DEL SERVICIO Y EN AQUELLAS QUE SE DERIVEN DE LAS NORMAS DE CONDICIONES DE USO"
LEY,31488,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100822&View,02/06/2022,"LEY QUE MODIFICA DIVERSOS ARTÍCULOS DE LA LEY 29248, LEY DEL SERVICIO MILITAR"
RESOLUCION LEGISLATIVA,31489,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102169&View,06/06/2022,RESOLUCIÓN LEGISLATIVA QUE AUTORIZA AL SEÑOR PRESIDENTE DE LA REPÚBLICA PARA SALIR DEL TERRITORIO NACIONAL DEL 7 AL 12 DE JUNIO DE 2022
LEY,31490,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100506&View,11/06/2022,LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA PUESTA EN VALOR NATURAL Y CULTURAL DEL SANTUARIO PATRIÓTICO NACIONAL DE CHACAMARCA PARA EL DESARROLLO TURÍSTICO
LEY,31491,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100417&View,11/06/2022,LEY QUE DECLARA HÉROE Y MÁRTIR DE LA INDEPENDENCIA DEL PERÚ A PABLO BASILIO AUQUI HUAYTALLA
LEY,31492,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100544&View,12/06/2022,LEY QUE DECLARA EL 18 DE MARZO DE CADA AÑO DÍA NACIONAL DEL TORITO DE PUCARÁ COMO EXPRESIÓN HISTÓRICA Y CULTURAL DE LA CIVILIZACIÓN MÁS TEMPRANA DESARROLLADA EN LA CUENCA DEL LAGO TITICACA
LEY,31493,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100793&View,16/06/2022,"LEY QUE MODIFICA LA LEY 30435, LEY QUE CREA EL SISTEMA NACIONAL DE FOCALIZACIÓN (SINAFO), PARA FORTALECER EL SINAFO MEJORANDO EL PROCESO DE FOCALIZACIÓN, FORTALECIENDO LOS MECANISMOS DE CONTROL Y MAXIMIZANDO EL USO DE LOS RECURSOS ASIGNADOS EN EL CUMPLIMIENTO DE SUS COMPETENCIAS"
LEY,31494,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100441&View,16/06/2022,LEY QUE RECONOCE A LOS COMITÉS DE AUTODEFENSA Y DESARROLLO RURAL Y LOS INCORPORA EN EL SISTEMA DE SEGURIDAD CIUDADANA
LEY,31495,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100349&View,16/06/2022,"LEY QUE RECONOCE EL DERECHO Y DISPONE EL PAGO DE LA BONIFICACIÓN ESPECIAL POR PREPARACIÓN DE CLASES Y EVALUACIÓN, BONIFICACIÓN ADICIONAL POR DESEMPEÑO DEL CARGO Y POR PREPARACIÓN DE DOCUMENTOS DE GESTIÓN, SIN LA EXIGENCIA DE SENTENCIA JUDICIAL Y MENOS EN CALIDAD DE COSA JUZGADA"
LEY,31496,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100778&View,18/06/2022,"LEY QUE MODIFICA EL ARTÍCULO 10 DE LA LEY 28359, LEY DE SITUACIÓN MILITAR DE LOS OFICIALES DE LAS FUERZAS ARMADAS"
LEY,31497,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101375&View,21/06/2022,"LEY QUE MODIFICA EL DECRETO LEGISLATIVO 1075, DECRETO LEGISLATIVO QUE APRUEBA DISPOSICIONES COMPLEMENTARIAS A LA DECISIÓN 486 DE LA COMISIÓN DE LA COMUNIDAD ANDINA QUE ESTABLECE EL RÉGIMEN COMÚN SOBRE PROPIEDAD INDUSTRIAL, SIMPLIFICANDO EL REGISTRO, LA RENOVACIÓN Y LA PROTECCIÓN DE LAS MARCAS Y ELEMENTOS DE LA PROPIEDAD INDUSTRIAL"
LEY,31498,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100904&View,23/06/2022,LEY QUE IMPULSA LA CALIDAD DE LOS MATERIALES Y RECURSOS EDUCATIVOS EN EL PERÚ
LEY,31499,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100197&View,23/06/2022,"LEY QUE MODIFICA LOS ARTÍCULOS 45-A Y 45-D DE LA LEY 28044, LEY GENERAL DE EDUCACIÓN, CON LA FINALIDAD DE INCORPORAR ESPECIALIZACIONES TÉCNICAS EN LA EDUCACIÓN BÁSICA REGULAR Y EDUCACIÓN BÁSICA ALTERNATIVA"
LEY,31500,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101004&View,23/06/2022,LEY QUE ESTABLECE EL CARÁCTER VINCULANTE DEL CONTROL CONCURRENTE Y ADOPTA OTRAS MEDIDAS NECESARIAS PARA PERFECCIONAR EL FUNCIONAMIENTO DE DICHO MECANISMO DE CONTROL
LEY,31501,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100677&View,29/06/2022,"LEY QUE MODIFICA EL CÓDIGO PENAL A FIN DE FORTALECER LA LUCHA CONTRA LOS DELITOS DE ADMINISTRACIÓN FRAUDULENTA, CONTABILIDAD PARALELA Y COHECHO TRANSNACIONAL"
LEY,31502,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100647&View,29/06/2022,"LEY QUE MODIFICA LA LEY 29337, LEY QUE ESTABLECE DISPOSICIONES PARA APOYAR LA COMPETITIVIDAD PRODUCTIVA"
LEY,31503,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100430&View,29/06/2022,"LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA EJECUCIÓN DEL PROYECTO DE AMPLIACIÓN Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DESAGÜE EN LA CIUDAD DE URUBAMBA, DISTRITO DE URUBAMBA, PROVINCIA DE URUBAMBA, CUSCO"
LEY,31504,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100533&View,30/06/2022,"LEY QUE MODIFICA LA LEY 28094, LEY DE ORGANIZACIONES POLÍTICAS, PARA ESTABLECER CRITERIOS DE PROPORCIONALIDAD EN LA APLICACIÓN DE SANCIONES A CANDIDATOS POR NO INFORMAR LOS GASTOS E INGRESOS EFECTUADOS DURANTE CAMPAÑA Y CONDUCTAS PROHIBIDAS EN PROPAGANDA ELECTORAL"
LEY,31505,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100435&View,30/06/2022,"LEY QUE BRINDA A LOS OFICIALES Y SUBOFICIALES, MAYORITARIAMENTE FEMENINO Y EN SITUACIÓN DE RETIRO PERTENECIENTES AL PERSONAL DE LA SANIDAD DE LA POLICÍA NACIONAL DEL PERÚ COMPRENDIDOS EN LA LEY 24173 Y EN EL ARTÍCULO 62 DE LA LEY 25066, UN GRADO INMEDIATO SUPERIOR"
LEY,31506,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101697&View,03/07/2022,LEY QUE MODIFICA EL ARTÍCULO 13 DE LA LEY 31227 PARA VIABILIZAR EL OPORTUNO CUMPLIMIENTO DE LA OBLIGACIÓN DE LA PRESENTACIÓN DE LA DECLARACIÓN JURADA DE INTERESES DE CARÁCTER PREVENTIVO POR PARTE DE LOS CANDIDATOS A CARGOS DE ELECCIÓN POPULAR
LEY,31507,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101161&View,03/07/2022,LEY DE REFORMA CONSTITUCIONAL QUE FORTALECE LA LUCHA ANTICORRUPCIÓN EN EL MARCO DEL LEVANTAMIENTO DEL SECRETO BANCARIO Y LA RESERVA TRIBUTARIA
LEY,31508,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100646&View,03/07/2022,LEY QUE DECLARA A LA CIUDAD DE CHIMBOTE CAPITAL HISTÓRICA DE LA PESCA Y DE LOS RECURSOS HIDROBIOLÓGICOS
LEY,31509,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100512&View,05/07/2022,"LEY QUE DECLARA DE NECESIDAD PÚBLICA Y PREFERENTE INTERÉS NACIONAL EL PROYECTO DE MEJORAMIENTO Y LA REHABILITACIÓN DE LA CARRETERA VILLA RICA-PUERTO BERMÚDEZ, PROVINCIA DE OXAPAMPA, EN EL DEPARTAMENTO DE PASCO"
LEY,31510,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100283&View,10/07/2022,"LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA PRIORIZACIÓN DEL PLAN DE ACCIÓN PARA LA REMEDIACIÓN DEL RÍO MOCHE, UBICADO EN EL DEPARTAMENTO DE LA LIBERTAD"
LEY,31511,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100471&View,10/07/2022,"LEY QUE DECLARA DE INTERÉS NACIONAL LA INVESTIGACIÓN, PROTECCIÓN, CONSERVACIÓN, RESTAURACIÓN, PUESTA EN VALOR, PROMOCIÓN, RESTITUCIÓN EN LOS CASOS PERTINENTES Y USO SOCIAL DE SITIOS, ZONAS, MONUMENTOS Y COMPLEJOS ARQUEOLÓGICOS EN LOS DEPARTAMENTOS DE APURÍMAC, PIURA, ÁNCASH, CUSCO, LA LIBERTAD, PUNO, TUMBES, PASCO, AYACUCHO, LAMBAYEQUE Y AMAZONAS"
LEY,31512,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100779&View,10/07/2022,"LEY QUE DECLARA DE INTERÉS NACIONAL LA INDUSTRIALIZACIÓN, COMERCIALIZACIÓN Y EXPORTACIÓN DEL YONQUE COMO BEBIDA NACIONAL"
LEY,31513,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100153&View,12/07/2022,"LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DE DISTRITOS EN LOS DEPARTAMENTOS DE CUSCO, AYACUCHO, PUNO, CAJAMARCA, UCAYALI, APURÍMAC, PIURA, HUANCAVELICA, LIMA, SAN MARTÍN Y TUMBES"
LEY,31514,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101047&View,14/07/2022,"LEY QUE MODIFICA LA LEY 29738, LEY DE REACTIVACIÓN Y PROMOCIÓN DEL PARQUE INDUSTRIAL DE CHICLAYO, RESPECTO A SU UBICACIÓN, DENOMINACIÓN Y MEDIDAS PARA SU IMPLEMENTACIÓN"
LEY,31515,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100440&View,16/07/2022,"LEY QUE MODIFICA LA LEY 28874, LEY QUE REGULA LA PUBLICIDAD ESTATAL"
LEY,31516,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100738&View,16/07/2022,"LEY QUE MODIFICA EL DECRETO LEGISLATIVO 1154, DECRETO LEGISLATIVO QUE AUTORIZA LOS SERVICIOS COMPLEMENTARIOS EN SALUD, PARA MEJORAR LA COBERTURA DE LOS SERVICIOS DE SALUD EN EL SERVICIO PÚBLICO"
